Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,Year,Month,SalePrice
12/30/14,Germany,2213,GER1,Female,9,$179.00 ,20%,2014,12,$143.20 
12/30/14,United States,2241,US12,Male,9.5,$189.00 ,0%,2014,12,$189.00 
12/30/14,Germany,2188,GER2,Female,8,$189.00 ,30%,2014,12,$132.30 
12/31/14,Germany,2175,GER1,Female,5,$179.00 ,0%,2014,12,$179.00 
12/31/14,Germany,2238,GER2,Male,10,$139.00 ,30%,2014,12,$97.30 
12/31/14,Germany,2220,GER2,Male,10,$129.00 ,0%,2014,12,$129.00 
12/31/14,Germany,2210,GER2,Male,10.5,$179.00 ,50%,2014,12,$89.50 
12/31/14,Canada,2160,CAN1,Female,7.5,$189.00 ,20%,2014,12,$151.20 
12/31/14,United States,2189,US13,Female,8.5,$199.00 ,0%,2014,12,$199.00 
12/31/14,United Kingdom,2230,UK4,Male,10.5,$139.00 ,20%,2014,12,$111.20 
12/31/14,Canada,2219,CAN5,Male,10,$149.00 ,50%,2014,12,$74.50 
12/31/14,United States,2173,US8,Male,10.5,$169.00 ,30%,2014,12,$118.30 
12/31/14,United Kingdom,2191,UK1,Female,8.5,$179.00 ,30%,2014,12,$125.30 
12/31/14,United Kingdom,2217,UK1,Male,9,$149.00 ,30%,2014,12,$104.30 
12/31/14,Germany,2182,GER3,Male,9.5,$139.00 ,50%,2014,12,$69.50 
1/1/15,United States,2187,US7,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/1/15,United States,2174,US3,Male,8.5,$169.00 ,0%,2015,1,$169.00 
1/1/15,United States,2240,US11,Male,9,$129.00 ,10%,2015,1,$116.10 
1/1/15,Germany,2220,GER2,Male,10,$129.00 ,0%,2015,1,$129.00 
1/1/15,United Kingdom,2199,UK5,Male,9.5,$139.00 ,0%,2015,1,$139.00 
1/1/15,Canada,2169,CAN7,Female,7,$169.00 ,0%,2015,1,$169.00 
1/1/15,Germany,2188,GER1,Female,9.5,$189.00 ,0%,2015,1,$189.00 
1/2/15,United Kingdom,2155,UK5,Female,10,$129.00 ,0%,2015,1,$129.00 
1/2/15,United States,2173,US5,Female,9,$179.00 ,0%,2015,1,$179.00 
1/2/15,Germany,2222,GER3,Female,7.5,$129.00 ,50%,2015,1,$64.50 
1/2/15,United Kingdom,2181,UK3,Male,9.5,$199.00 ,30%,2015,1,$139.30 
1/2/15,United Kingdom,2178,UK2,Male,11,$139.00 ,20%,2015,1,$111.20 
1/2/15,Germany,2220,GER2,Female,10,$129.00 ,0%,2015,1,$129.00 
1/2/15,United States,2226,US3,Male,10,$199.00 ,0%,2015,1,$199.00 
1/2/15,United States,2199,US11,Male,9.5,$139.00 ,0%,2015,1,$139.00 
1/3/15,Germany,2235,GER1,Male,9.5,$169.00 ,30%,2015,1,$118.30 
1/3/15,United Kingdom,2199,UK5,Male,9.5,$139.00 ,0%,2015,1,$139.00 
1/3/15,United States,2209,US6,Male,10,$159.00 ,30%,2015,1,$111.30 
1/3/15,United States,2238,US15,Female,7.5,$179.00 ,0%,2015,1,$179.00 
1/3/15,Germany,2171,GER2,Male,8,$189.00 ,0%,2015,1,$189.00 
1/4/15,United States,2214,US12,Male,10.5,$179.00 ,0%,2015,1,$179.00 
1/4/15,Canada,2165,CAN6,Female,8,$139.00 ,0%,2015,1,$139.00 
1/4/15,Germany,2238,GER1,Female,7.5,$179.00 ,0%,2015,1,$179.00 
1/4/15,Canada,2219,CAN6,Male,10,$169.00 ,0%,2015,1,$169.00 
1/4/15,United States,2162,US15,Male,9.5,$169.00 ,20%,2015,1,$135.20 
1/4/15,Germany,2199,GER2,Male,6.5,$179.00 ,0%,2015,1,$179.00 
1/4/15,Germany,2239,GER1,Male,10.5,$189.00 ,10%,2015,1,$170.10 
1/4/15,United States,2166,US4,Female,9,$149.00 ,10%,2015,1,$134.10 
1/5/15,United States,2216,US12,Male,10.5,$129.00 ,0%,2015,1,$129.00 
1/5/15,Canada,2218,CAN3,Female,8,$189.00 ,10%,2015,1,$170.10 
1/5/15,Germany,2210,GER3,Female,8.5,$129.00 ,0%,2015,1,$129.00 
1/5/15,United States,2152,US15,Female,7.5,$149.00 ,30%,2015,1,$104.30 
1/5/15,United States,2161,US14,Female,7.5,$169.00 ,0%,2015,1,$169.00 
1/5/15,Germany,2226,GER1,Female,6.5,$199.00 ,20%,2015,1,$159.20 
1/5/15,Germany,2241,GER2,Female,8,$129.00 ,0%,2015,1,$129.00 
1/5/15,Germany,2172,GER2,Female,9,$159.00 ,0%,2015,1,$159.00 
1/5/15,Germany,2189,GER1,Male,9.5,$169.00 ,0%,2015,1,$169.00 
1/6/15,United States,2236,US12,Male,10.5,$139.00 ,0%,2015,1,$139.00 
1/6/15,United States,2216,US12,Male,10.5,$129.00 ,0%,2015,1,$129.00 
1/6/15,United Kingdom,2203,UK1,Female,8.5,$189.00 ,0%,2015,1,$189.00 
1/6/15,United States,2194,US15,Female,7.5,$129.00 ,0%,2015,1,$129.00 
1/6/15,Germany,2192,GER1,Female,7.5,$159.00 ,0%,2015,1,$159.00 
1/6/15,Germany,2202,GER1,Male,10,$159.00 ,0%,2015,1,$159.00 
1/6/15,United States,2187,US7,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/6/15,Germany,2193,GER2,Male,10,$179.00 ,0%,2015,1,$179.00 
1/6/15,United States,2149,US13,Female,7,$139.00 ,50%,2015,1,$69.50 
1/6/15,Canada,2181,CAN1,Male,8.5,$169.00 ,20%,2015,1,$135.20 
1/6/15,United Kingdom,2179,UK5,Male,9,$139.00 ,50%,2015,1,$69.50 
1/6/15,Germany,2159,GER1,Male,12,$129.00 ,50%,2015,1,$64.50 
1/7/15,Germany,2238,GER2,Male,10,$139.00 ,30%,2015,1,$97.30 
1/7/15,United States,2211,US14,Female,7.5,$159.00 ,0%,2015,1,$159.00 
1/7/15,Germany,2213,GER3,Male,9,$129.00 ,30%,2015,1,$90.30 
1/7/15,Germany,2215,GER2,Male,10.5,$189.00 ,20%,2015,1,$151.20 
1/7/15,United States,2194,US12,Male,9,$169.00 ,0%,2015,1,$169.00 
1/7/15,Canada,2172,CAN6,Male,12,$189.00 ,0%,2015,1,$189.00 
1/7/15,Canada,2198,CAN6,Male,8,$179.00 ,0%,2015,1,$179.00 
1/7/15,Canada,2231,CAN6,Male,9,$169.00 ,0%,2015,1,$169.00 
1/7/15,Germany,2158,GER2,Female,9,$199.00 ,0%,2015,1,$199.00 
1/8/15,Canada,2237,CAN3,Female,7,$169.00 ,0%,2015,1,$169.00 
1/8/15,United Kingdom,2154,UK3,Female,7.5,$149.00 ,10%,2015,1,$134.10 
1/8/15,United States,2214,US12,Male,8.5,$189.00 ,10%,2015,1,$170.10 
1/8/15,United Kingdom,2228,UK3,Female,7.5,$199.00 ,0%,2015,1,$199.00 
1/8/15,United States,2205,US15,Male,9.5,$199.00 ,30%,2015,1,$139.30 
1/8/15,Germany,2228,GER2,Female,7.5,$129.00 ,10%,2015,1,$116.10 
1/8/15,Germany,2205,GER2,Male,10,$189.00 ,10%,2015,1,$170.10 
1/8/15,Canada,2240,CAN1,Male,10,$129.00 ,0%,2015,1,$129.00 
1/8/15,United States,2151,US12,Female,8,$169.00 ,20%,2015,1,$135.20 
1/8/15,United States,2166,US15,Male,11.5,$189.00 ,0%,2015,1,$189.00 
1/8/15,Canada,2148,CAN5,Female,7.5,$139.00 ,10%,2015,1,$125.10 
1/8/15,Germany,2226,GER1,Female,6.5,$199.00 ,20%,2015,1,$159.20 
1/8/15,United Kingdom,2184,UK2,Male,9,$129.00 ,20%,2015,1,$103.20 
1/8/15,Germany,2170,GER1,Male,11.5,$169.00 ,0%,2015,1,$169.00 
1/9/15,Germany,2166,GER2,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/9/15,Germany,2224,GER1,Male,11,$189.00 ,0%,2015,1,$189.00 
1/9/15,Germany,2214,GER2,Male,9.5,$169.00 ,10%,2015,1,$152.10 
1/9/15,United Kingdom,2210,UK5,Male,6.5,$199.00 ,0%,2015,1,$199.00 
1/9/15,Germany,2237,GER1,Male,10.5,$149.00 ,50%,2015,1,$74.50 
1/9/15,United States,2153,US15,Male,10.5,$189.00 ,10%,2015,1,$170.10 
1/9/15,Germany,2176,GER1,Female,8,$199.00 ,10%,2015,1,$179.10 
1/10/15,Germany,2147,GER1,Male,10,$159.00 ,0%,2015,1,$159.00 
1/10/15,United Kingdom,2204,UK2,Female,7.5,$179.00 ,0%,2015,1,$179.00 
1/10/15,Canada,2220,CAN7,Male,9.5,$129.00 ,0%,2015,1,$129.00 
1/10/15,United States,2217,US5,Female,8,$129.00 ,20%,2015,1,$103.20 
1/10/15,United States,2185,US4,Male,9.5,$129.00 ,0%,2015,1,$129.00 
1/10/15,United States,2241,US15,Male,9.5,$199.00 ,0%,2015,1,$199.00 
1/10/15,United States,2194,US15,Male,9,$159.00 ,0%,2015,1,$159.00 
1/10/15,United States,2203,US12,Female,6.5,$179.00 ,0%,2015,1,$179.00 
1/10/15,United States,2174,US7,Female,8.5,$199.00 ,50%,2015,1,$99.50 
1/10/15,Germany,2196,GER1,Male,10.5,$189.00 ,0%,2015,1,$189.00 
1/10/15,Germany,2192,GER2,Male,9,$159.00 ,20%,2015,1,$127.20 
1/10/15,United States,2176,US8,Female,6.5,$129.00 ,20%,2015,1,$103.20 
1/11/15,Canada,2186,CAN6,Female,7,$159.00 ,0%,2015,1,$159.00 
1/11/15,United States,2174,US3,Male,8.5,$169.00 ,0%,2015,1,$169.00 
1/11/15,Germany,2169,GER1,Female,9,$129.00 ,0%,2015,1,$129.00 
1/11/15,United States,2176,US8,Female,9,$159.00 ,0%,2015,1,$159.00 
1/11/15,Germany,2218,GER1,Male,10,$159.00 ,10%,2015,1,$143.10 
1/11/15,United States,2202,US15,Male,11,$159.00 ,0%,2015,1,$159.00 
1/11/15,Germany,2225,GER2,Male,10.5,$199.00 ,20%,2015,1,$159.20 
1/11/15,Canada,2203,CAN7,Male,10,$139.00 ,20%,2015,1,$111.20 
1/11/15,United States,2193,US14,Female,9,$159.00 ,20%,2015,1,$127.20 
1/12/15,United States,2185,US4,Male,9.5,$129.00 ,0%,2015,1,$129.00 
1/12/15,United Kingdom,2148,UK5,Female,10,$129.00 ,30%,2015,1,$90.30 
1/12/15,Germany,2166,GER2,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/12/15,United States,2151,US4,Male,9.5,$149.00 ,0%,2015,1,$149.00 
1/12/15,United States,2205,US15,Male,9.5,$199.00 ,30%,2015,1,$139.30 
1/12/15,Germany,2196,GER1,Male,10.5,$189.00 ,0%,2015,1,$189.00 
1/12/15,Germany,2170,GER1,Female,10.5,$189.00 ,10%,2015,1,$170.10 
1/13/15,Canada,2212,CAN1,Male,9.5,$199.00 ,0%,2015,1,$199.00 
1/13/15,Germany,2218,GER3,Male,10,$149.00 ,0%,2015,1,$149.00 
1/13/15,Germany,2232,GER1,Female,8,$169.00 ,0%,2015,1,$169.00 
1/13/15,Germany,2202,GER1,Male,8.5,$139.00 ,10%,2015,1,$125.10 
1/13/15,United States,2162,US15,Male,9.5,$169.00 ,20%,2015,1,$135.20 
1/13/15,Germany,2165,GER2,Male,9.5,$149.00 ,0%,2015,1,$149.00 
1/13/15,Canada,2225,CAN1,Male,10,$189.00 ,0%,2015,1,$189.00 
1/13/15,United States,2238,US15,Male,9,$179.00 ,0%,2015,1,$179.00 
1/13/15,United States,2191,US14,Male,6.5,$179.00 ,10%,2015,1,$161.10 
1/13/15,United States,2186,US15,Female,7.5,$179.00 ,0%,2015,1,$179.00 
1/13/15,United States,2195,US12,Male,14,$129.00 ,0%,2015,1,$129.00 
1/13/15,Germany,2183,GER2,Male,9.5,$139.00 ,0%,2015,1,$139.00 
1/13/15,United States,2233,US1,Male,9.5,$139.00 ,10%,2015,1,$125.10 
1/13/15,United States,2183,US7,Male,12,$179.00 ,0%,2015,1,$179.00 
1/14/15,United States,2223,US1,Female,9,$199.00 ,30%,2015,1,$139.30 
1/14/15,United States,2229,US6,Female,8,$179.00 ,20%,2015,1,$143.20 
1/14/15,Germany,2227,GER1,Male,8.5,$179.00 ,0%,2015,1,$179.00 
1/14/15,Canada,2165,CAN5,Male,11,$159.00 ,0%,2015,1,$159.00 
1/14/15,Germany,2217,GER1,Male,15,$159.00 ,0%,2015,1,$159.00 
1/14/15,United States,2162,US7,Female,8.5,$169.00 ,0%,2015,1,$169.00 
1/14/15,Germany,2220,GER1,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/14/15,Canada,2225,CAN1,Male,10,$189.00 ,0%,2015,1,$189.00 
1/14/15,United States,2160,US15,Female,9.5,$149.00 ,0%,2015,1,$149.00 
1/15/15,United States,2158,US14,Male,8,$139.00 ,0%,2015,1,$139.00 
1/15/15,Germany,2225,GER1,Male,12,$139.00 ,0%,2015,1,$139.00 
1/15/15,Germany,2196,GER1,Male,10.5,$189.00 ,0%,2015,1,$189.00 
1/15/15,Germany,2223,GER2,Male,6,$139.00 ,20%,2015,1,$111.20 
1/15/15,Canada,2211,CAN3,Male,7.5,$139.00 ,10%,2015,1,$125.10 
1/15/15,Canada,2169,CAN3,Female,10,$199.00 ,20%,2015,1,$159.20 
1/15/15,Canada,2217,CAN1,Female,9,$179.00 ,10%,2015,1,$161.10 
1/15/15,Canada,2200,CAN5,Female,9.5,$169.00 ,0%,2015,1,$169.00 
1/15/15,Germany,2198,GER2,Female,6.5,$199.00 ,0%,2015,1,$199.00 
1/15/15,Germany,2159,GER1,Male,9,$149.00 ,0%,2015,1,$149.00 
1/15/15,Canada,2165,CAN5,Male,11,$159.00 ,0%,2015,1,$159.00 
1/15/15,Germany,2211,GER2,Female,9.5,$159.00 ,50%,2015,1,$79.50 
1/16/15,United States,2158,US9,Female,9,$189.00 ,50%,2015,1,$94.50 
1/16/15,Germany,2239,GER2,Female,7.5,$129.00 ,50%,2015,1,$64.50 
1/16/15,United States,2182,US13,Female,8,$139.00 ,30%,2015,1,$97.30 
1/16/15,United Kingdom,2224,UK2,Female,8,$139.00 ,0%,2015,1,$139.00 
1/16/15,United States,2178,US15,Female,7.5,$169.00 ,10%,2015,1,$152.10 
1/16/15,Canada,2214,CAN6,Male,10.5,$139.00 ,0%,2015,1,$139.00 
1/16/15,United States,2172,US11,Male,9,$139.00 ,0%,2015,1,$139.00 
1/16/15,Canada,2198,CAN2,Male,11.5,$189.00 ,30%,2015,1,$132.30 
1/16/15,Germany,2183,GER2,Male,8.5,$159.00 ,20%,2015,1,$127.20 
1/16/15,Germany,2227,GER1,Male,8.5,$179.00 ,0%,2015,1,$179.00 
1/16/15,United States,2182,US12,Male,10,$199.00 ,50%,2015,1,$99.50 
1/16/15,Canada,2225,CAN1,Male,10,$189.00 ,0%,2015,1,$189.00 
1/17/15,United States,2218,US13,Male,10.5,$199.00 ,0%,2015,1,$199.00 
1/17/15,Germany,2202,GER1,Male,8.5,$139.00 ,10%,2015,1,$125.10 
1/17/15,United States,2202,US15,Male,11,$159.00 ,0%,2015,1,$159.00 
1/17/15,Canada,2224,CAN6,Male,10,$169.00 ,0%,2015,1,$169.00 
1/17/15,United States,2186,US15,Female,7.5,$179.00 ,0%,2015,1,$179.00 
1/17/15,United States,2201,US15,Female,7.5,$189.00 ,0%,2015,1,$189.00 
1/17/15,United States,2154,US6,Male,11.5,$199.00 ,0%,2015,1,$199.00 
1/17/15,Germany,2209,GER1,Male,9,$149.00 ,0%,2015,1,$149.00 
1/18/15,United States,2187,US15,Male,10,$189.00 ,50%,2015,1,$94.50 
1/18/15,Germany,2234,GER2,Male,10,$139.00 ,30%,2015,1,$97.30 
1/18/15,Canada,2180,CAN6,Male,10,$199.00 ,0%,2015,1,$199.00 
1/18/15,United States,2176,US12,Male,9,$169.00 ,0%,2015,1,$169.00 
1/18/15,Germany,2236,GER2,Female,8.5,$179.00 ,0%,2015,1,$179.00 
1/18/15,United Kingdom,2188,UK1,Male,10,$139.00 ,0%,2015,1,$139.00 
1/18/15,Germany,2233,GER3,Female,8,$159.00 ,20%,2015,1,$127.20 
1/18/15,United States,2227,US3,Male,11,$129.00 ,20%,2015,1,$103.20 
1/18/15,United States,2198,US12,Female,8,$189.00 ,0%,2015,1,$189.00 
1/18/15,Canada,2235,CAN3,Male,9,$149.00 ,0%,2015,1,$149.00 
1/19/15,United States,2172,US11,Male,9,$139.00 ,0%,2015,1,$139.00 
1/19/15,Germany,2159,GER1,Male,9,$149.00 ,0%,2015,1,$149.00 
1/19/15,United States,2203,US13,Female,6.5,$149.00 ,50%,2015,1,$74.50 
1/19/15,United Kingdom,2242,UK4,Male,9.5,$139.00 ,30%,2015,1,$97.30 
1/19/15,United States,2226,US14,Female,8,$179.00 ,0%,2015,1,$179.00 
1/19/15,Canada,2165,CAN7,Male,9,$149.00 ,20%,2015,1,$119.20 
1/19/15,Germany,2234,GER2,Male,10,$139.00 ,30%,2015,1,$97.30 
1/20/15,United States,2154,US6,Male,11.5,$199.00 ,0%,2015,1,$199.00 
1/20/15,Canada,2155,CAN3,Male,10,$139.00 ,0%,2015,1,$139.00 
1/20/15,Germany,2183,GER2,Male,8.5,$159.00 ,20%,2015,1,$127.20 
1/20/15,Canada,2235,CAN3,Male,9,$149.00 ,0%,2015,1,$149.00 
1/20/15,United Kingdom,2232,UK2,Male,9.5,$189.00 ,30%,2015,1,$132.30 
1/20/15,Canada,2163,CAN2,Male,7.5,$169.00 ,0%,2015,1,$169.00 
1/20/15,Canada,2194,CAN3,Female,9,$179.00 ,0%,2015,1,$179.00 
1/20/15,Germany,2220,GER1,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/20/15,Germany,2173,GER1,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/20/15,United States,2222,US6,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/21/15,United Kingdom,2162,UK4,Male,9.5,$179.00 ,30%,2015,1,$125.30 
1/21/15,United States,2169,US8,Female,6.5,$169.00 ,50%,2015,1,$84.50 
1/21/15,Germany,2207,GER2,Male,9.5,$179.00 ,50%,2015,1,$89.50 
1/21/15,Germany,2148,GER2,Male,9.5,$189.00 ,10%,2015,1,$170.10 
1/21/15,United States,2183,US15,Male,10,$139.00 ,20%,2015,1,$111.20 
1/21/15,United States,2147,US14,Male,6.5,$199.00 ,30%,2015,1,$139.30 
1/21/15,Canada,2217,CAN3,Female,9,$199.00 ,50%,2015,1,$99.50 
1/21/15,Germany,2202,GER1,Male,10.5,$179.00 ,10%,2015,1,$161.10 
1/21/15,Germany,2221,GER1,Female,10,$149.00 ,10%,2015,1,$134.10 
1/21/15,Germany,2196,GER1,Male,10,$129.00 ,0%,2015,1,$129.00 
1/21/15,Germany,2226,GER2,Female,8,$179.00 ,50%,2015,1,$89.50 
1/22/15,Germany,2215,GER1,Female,8.5,$169.00 ,0%,2015,1,$169.00 
1/22/15,Germany,2184,GER1,Female,8,$189.00 ,50%,2015,1,$94.50 
1/22/15,Germany,2182,GER1,Female,9,$159.00 ,50%,2015,1,$79.50 
1/22/15,Germany,2175,GER1,Female,8,$189.00 ,0%,2015,1,$189.00 
1/22/15,Germany,2156,GER3,Female,9,$129.00 ,0%,2015,1,$129.00 
1/22/15,United States,2219,US14,Male,9.5,$179.00 ,20%,2015,1,$143.20 
1/22/15,Germany,2225,GER2,Female,10,$179.00 ,0%,2015,1,$179.00 
1/22/15,United States,2220,US14,Female,8,$179.00 ,0%,2015,1,$179.00 
1/22/15,Germany,2183,GER2,Male,9.5,$199.00 ,0%,2015,1,$199.00 
1/22/15,Canada,2171,CAN7,Female,8,$179.00 ,30%,2015,1,$125.30 
1/22/15,Germany,2202,GER2,Female,8,$199.00 ,10%,2015,1,$179.10 
1/22/15,United States,2172,US11,Male,9,$139.00 ,0%,2015,1,$139.00 
1/22/15,United States,2187,US15,Male,10,$189.00 ,50%,2015,1,$94.50 
1/23/15,Germany,2233,GER1,Female,9,$189.00 ,0%,2015,1,$189.00 
1/23/15,United States,2233,US15,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/23/15,Canada,2180,CAN6,Male,10,$199.00 ,0%,2015,1,$199.00 
1/23/15,Germany,2168,GER2,Female,8,$179.00 ,0%,2015,1,$179.00 
1/23/15,United States,2173,US14,Male,10.5,$179.00 ,30%,2015,1,$125.30 
1/23/15,United States,2175,US14,Male,6.5,$139.00 ,0%,2015,1,$139.00 
1/23/15,United States,2219,US14,Male,9.5,$179.00 ,20%,2015,1,$143.20 
1/23/15,Germany,2162,GER1,Female,10,$199.00 ,0%,2015,1,$199.00 
1/23/15,United Kingdom,2171,UK1,Female,8.5,$199.00 ,0%,2015,1,$199.00 
1/23/15,Canada,2183,CAN6,Female,8,$199.00 ,30%,2015,1,$139.30 
1/23/15,United Kingdom,2202,UK1,Female,8.5,$139.00 ,0%,2015,1,$139.00 
1/23/15,Germany,2167,GER3,Male,12,$159.00 ,0%,2015,1,$159.00 
1/23/15,Germany,2222,GER2,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/23/15,Germany,2225,GER2,Male,8.5,$179.00 ,0%,2015,1,$179.00 
1/24/15,United States,2181,US13,Female,7,$159.00 ,0%,2015,1,$159.00 
1/24/15,United Kingdom,2232,UK2,Male,9.5,$189.00 ,30%,2015,1,$132.30 
1/24/15,United Kingdom,2214,UK4,Female,10,$189.00 ,50%,2015,1,$94.50 
1/24/15,Germany,2215,GER2,Female,8.5,$199.00 ,20%,2015,1,$159.20 
1/24/15,Germany,2209,GER1,Male,11.5,$129.00 ,0%,2015,1,$129.00 
1/24/15,United States,2175,US15,Male,10,$199.00 ,0%,2015,1,$199.00 
1/24/15,United Kingdom,2215,UK4,Female,8.5,$139.00 ,30%,2015,1,$97.30 
1/24/15,United States,2187,US4,Male,8,$149.00 ,0%,2015,1,$149.00 
1/24/15,Germany,2167,GER3,Male,12,$159.00 ,0%,2015,1,$159.00 
1/25/15,United States,2168,US13,Female,7,$189.00 ,10%,2015,1,$170.10 
1/25/15,Germany,2210,GER2,Female,9,$149.00 ,0%,2015,1,$149.00 
1/25/15,Germany,2217,GER2,Male,9,$149.00 ,20%,2015,1,$119.20 
1/25/15,United Kingdom,2198,UK3,Male,9.5,$129.00 ,20%,2015,1,$103.20 
1/25/15,United States,2229,US6,Female,8,$179.00 ,20%,2015,1,$143.20 
1/25/15,United States,2156,US5,Male,11,$139.00 ,20%,2015,1,$111.20 
1/25/15,United States,2176,US12,Male,9,$169.00 ,0%,2015,1,$169.00 
1/25/15,Germany,2175,GER1,Female,5,$179.00 ,0%,2015,1,$179.00 
1/25/15,Germany,2188,GER1,Male,11.5,$179.00 ,0%,2015,1,$179.00 
1/25/15,Germany,2169,GER1,Male,9.5,$179.00 ,0%,2015,1,$179.00 
1/25/15,Germany,2150,GER2,Male,8,$189.00 ,0%,2015,1,$189.00 
1/26/15,Canada,2240,CAN1,Male,9,$159.00 ,0%,2015,1,$159.00 
1/26/15,United States,2238,US15,Female,7.5,$199.00 ,0%,2015,1,$199.00 
1/26/15,Germany,2222,GER2,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/26/15,United States,2189,US14,Male,10,$129.00 ,0%,2015,1,$129.00 
1/26/15,Germany,2167,GER3,Male,10,$199.00 ,0%,2015,1,$199.00 
1/26/15,Germany,2207,GER2,Male,9.5,$179.00 ,50%,2015,1,$89.50 
1/26/15,Canada,2215,CAN3,Female,9,$179.00 ,30%,2015,1,$125.30 
1/26/15,United States,2183,US10,Female,8,$139.00 ,0%,2015,1,$139.00 
1/26/15,Germany,2240,GER1,Male,10.5,$159.00 ,0%,2015,1,$159.00 
1/26/15,United States,2222,US6,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/27/15,United States,2222,US6,Male,8,$169.00 ,0%,2015,1,$169.00 
1/27/15,Germany,2215,GER3,Female,8.5,$189.00 ,20%,2015,1,$151.20 
1/27/15,Germany,2242,GER3,Male,9,$179.00 ,10%,2015,1,$161.10 
1/27/15,Germany,2209,GER1,Male,11.5,$129.00 ,0%,2015,1,$129.00 
1/27/15,Canada,2207,CAN6,Female,9,$189.00 ,0%,2015,1,$189.00 
1/27/15,Canada,2229,CAN1,Female,9,$179.00 ,0%,2015,1,$179.00 
1/27/15,Germany,2238,GER1,Male,8.5,$169.00 ,10%,2015,1,$152.10 
1/27/15,Canada,2209,CAN1,Female,8,$139.00 ,30%,2015,1,$97.30 
1/27/15,Germany,2172,GER3,Male,9.5,$149.00 ,30%,2015,1,$104.30 
1/28/15,United States,2187,US4,Male,8,$149.00 ,0%,2015,1,$149.00 
1/28/15,United States,2185,US15,Female,7,$169.00 ,0%,2015,1,$169.00 
1/28/15,Germany,2149,GER1,Male,10.5,$149.00 ,0%,2015,1,$149.00 
1/28/15,United States,2162,US4,Male,9,$169.00 ,50%,2015,1,$84.50 
1/28/15,Germany,2217,GER2,Male,9,$149.00 ,20%,2015,1,$119.20 
1/28/15,Germany,2222,GER2,Male,9.5,$159.00 ,0%,2015,1,$159.00 
1/28/15,United Kingdom,2198,UK3,Male,9.5,$129.00 ,20%,2015,1,$103.20 
1/28/15,Canada,2219,CAN6,Male,9.5,$179.00 ,30%,2015,1,$125.30 
1/28/15,Germany,2161,GER2,Male,9.5,$149.00 ,10%,2015,1,$134.10 
1/28/15,Germany,2156,GER1,Male,9.5,$139.00 ,50%,2015,1,$69.50 
1/28/15,Germany,2225,GER2,Male,8.5,$179.00 ,0%,2015,1,$179.00 
1/28/15,Canada,2152,CAN6,Female,8,$129.00 ,50%,2015,1,$64.50 
1/28/15,United States,2238,US15,Female,7.5,$199.00 ,0%,2015,1,$199.00 
1/29/15,United States,2199,US15,Male,9.5,$149.00 ,10%,2015,1,$134.10 
1/29/15,United States,2156,US9,Male,8.5,$159.00 ,0%,2015,1,$159.00 
1/29/15,Germany,2164,GER3,Male,13,$189.00 ,0%,2015,1,$189.00 
1/29/15,Germany,2161,GER2,Male,9.5,$149.00 ,10%,2015,1,$134.10 
1/29/15,United Kingdom,2190,UK2,Male,9,$179.00 ,0%,2015,1,$179.00 
1/29/15,United States,2217,US12,Female,10.5,$129.00 ,20%,2015,1,$103.20 
1/30/15,Canada,2214,CAN2,Female,9.5,$179.00 ,10%,2015,1,$161.10 
1/30/15,Canada,2211,CAN2,Male,10,$169.00 ,50%,2015,1,$84.50 
1/30/15,Canada,2185,CAN6,Female,6,$169.00 ,0%,2015,1,$169.00 
1/30/15,United Kingdom,2207,UK5,Male,8,$129.00 ,0%,2015,1,$129.00 
1/30/15,United States,2222,US13,Female,10.5,$169.00 ,10%,2015,1,$152.10 
1/30/15,Germany,2163,GER3,Female,8.5,$189.00 ,30%,2015,1,$132.30 
1/30/15,Germany,2189,GER3,Male,10,$189.00 ,0%,2015,1,$189.00 
1/30/15,Germany,2192,GER1,Male,10,$199.00 ,20%,2015,1,$159.20 
1/30/15,Canada,2195,CAN6,Female,8.5,$179.00 ,0%,2015,1,$179.00 
1/31/15,Canada,2198,CAN2,Male,10,$139.00 ,0%,2015,1,$139.00 
1/31/15,United States,2222,US6,Male,8,$169.00 ,0%,2015,1,$169.00 
1/31/15,Canada,2148,CAN7,Male,10.5,$129.00 ,20%,2015,1,$103.20 
1/31/15,Canada,2211,CAN2,Male,10,$169.00 ,50%,2015,1,$84.50 
1/31/15,Germany,2192,GER1,Female,8.5,$149.00 ,0%,2015,1,$149.00 
1/31/15,Germany,2156,GER3,Female,9,$129.00 ,0%,2015,1,$129.00 
1/31/15,United States,2147,US14,Male,6.5,$199.00 ,30%,2015,1,$139.30 
1/31/15,United States,2156,US5,Male,11,$139.00 ,20%,2015,1,$111.20 
1/31/15,Germany,2156,GER1,Male,9.5,$139.00 ,50%,2015,1,$69.50 
